,strain,contig
3525,Cryptococcus_neoformans_draft_genome.fasta,>6948 161 449
3526,Cryptococcus_neoformans_draft_genome.fasta,>7024 161 1007
3527,Cryptococcus_neoformans_draft_genome.fasta,>7129 161 552
3528,Cryptococcus_neoformans_draft_genome.fasta,>7143 161 476
3529,Cryptococcus_neoformans_draft_genome.fasta,>7159 161 1089
3530,Cryptococcus_neoformans_draft_genome.fasta,>7183 161 1754
3531,Cryptococcus_neoformans_draft_genome.fasta,>7226 161 1013
3532,Cryptococcus_neoformans_draft_genome.fasta,>7300 161 473
3533,Cryptococcus_neoformans_draft_genome.fasta,>7329 161 820
3534,Cryptococcus_neoformans_draft_genome.fasta,>7419 161 515
3535,Cryptococcus_neoformans_draft_genome.fasta,>7427 161 1065
3536,Cryptococcus_neoformans_draft_genome.fasta,>7440 161 581
3537,Cryptococcus_neoformans_draft_genome.fasta,>7497 161 933
3538,Cryptococcus_neoformans_draft_genome.fasta,>7516 161 555
3539,Cryptococcus_neoformans_draft_genome.fasta,>7597 161 1434
3540,Cryptococcus_neoformans_draft_genome.fasta,>7601 161 44459
3541,Cryptococcus_neoformans_draft_genome.fasta,>7835 161 498
3542,Cryptococcus_neoformans_draft_genome.fasta,>7870 161 414
3543,Cryptococcus_neoformans_draft_genome.fasta,>7873 161 657
3544,Cryptococcus_neoformans_draft_genome.fasta,>7898 161 1856
3545,Cryptococcus_neoformans_draft_genome.fasta,>7905 161 692
3546,Cryptococcus_neoformans_draft_genome.fasta,>7925 161 1329
3547,Cryptococcus_neoformans_draft_genome.fasta,>7929 161 447
3548,Cryptococcus_neoformans_draft_genome.fasta,>7978 161 466
3549,Cryptococcus_neoformans_draft_genome.fasta,>8045 161 658
3550,Cryptococcus_neoformans_draft_genome.fasta,>8091 161 1211
3551,Cryptococcus_neoformans_draft_genome.fasta,>8128 161 866
3552,Cryptococcus_neoformans_draft_genome.fasta,>8148 161 816
3553,Cryptococcus_neoformans_draft_genome.fasta,>8171 161 734
3554,Cryptococcus_neoformans_draft_genome.fasta,>8172 161 479
3555,Cryptococcus_neoformans_draft_genome.fasta,>8191 161 13039
3556,Cryptococcus_neoformans_draft_genome.fasta,>8272 161 471
3557,Cryptococcus_neoformans_draft_genome.fasta,>8319 161 1135
3558,Cryptococcus_neoformans_draft_genome.fasta,>8320 161 658
3559,Cryptococcus_neoformans_draft_genome.fasta,>8422 161 504
3560,Cryptococcus_neoformans_draft_genome.fasta,>8428 161 418
3561,Cryptococcus_neoformans_draft_genome.fasta,>8440 161 556
3562,Cryptococcus_neoformans_draft_genome.fasta,>8453 161 769
3563,Cryptococcus_neoformans_draft_genome.fasta,>8456 161 2681
3564,Cryptococcus_neoformans_draft_genome.fasta,>8471 161 1219
3565,Cryptococcus_neoformans_draft_genome.fasta,>8512 161 720
3566,Cryptococcus_neoformans_draft_genome.fasta,>8534 161 1118
3567,Cryptococcus_neoformans_draft_genome.fasta,>8603 161 523
3568,Cryptococcus_neoformans_draft_genome.fasta,>8631 161 591
3569,Cryptococcus_neoformans_draft_genome.fasta,>8632 161 1066
3570,Cryptococcus_neoformans_draft_genome.fasta,>8637 161 1580
3571,Cryptococcus_neoformans_draft_genome.fasta,>8658 161 537
3572,Cryptococcus_neoformans_draft_genome.fasta,>8788 161 720
3573,Cryptococcus_neoformans_draft_genome.fasta,>8800 161 1254
3574,Cryptococcus_neoformans_draft_genome.fasta,>8804 161 936
3575,Cryptococcus_neoformans_draft_genome.fasta,>8812 161 701
3576,Cryptococcus_neoformans_draft_genome.fasta,>8841 161 551
3577,Cryptococcus_neoformans_draft_genome.fasta,>8892 161 462
3578,Cryptococcus_neoformans_draft_genome.fasta,>8895 161 409
3579,Cryptococcus_neoformans_draft_genome.fasta,>8936 161 543
3580,Cryptococcus_neoformans_draft_genome.fasta,>8980 161 481
3581,Cryptococcus_neoformans_draft_genome.fasta,>9004 161 435
3582,Cryptococcus_neoformans_draft_genome.fasta,>9017 161 1015
3583,Cryptococcus_neoformans_draft_genome.fasta,>9036 161 427
3584,Cryptococcus_neoformans_draft_genome.fasta,>9055 161 582
3585,Cryptococcus_neoformans_draft_genome.fasta,>9163 161 1224
3586,Cryptococcus_neoformans_draft_genome.fasta,>9225 161 573
3587,Cryptococcus_neoformans_draft_genome.fasta,>9265 161 452
3588,Cryptococcus_neoformans_draft_genome.fasta,>9322 161 490
3589,Cryptococcus_neoformans_draft_genome.fasta,>9350 161 970
3590,Cryptococcus_neoformans_draft_genome.fasta,>9373 161 875
3591,Cryptococcus_neoformans_draft_genome.fasta,>9434 161 2099
3592,Cryptococcus_neoformans_draft_genome.fasta,>9462 161 852
3593,Cryptococcus_neoformans_draft_genome.fasta,>9485 161 523
3594,Cryptococcus_neoformans_draft_genome.fasta,>9490 161 1096
3595,Cryptococcus_neoformans_draft_genome.fasta,>9511 161 556
3596,Cryptococcus_neoformans_draft_genome.fasta,>9541 161 1888
3597,Cryptococcus_neoformans_draft_genome.fasta,>9616 161 617
3598,Cryptococcus_neoformans_draft_genome.fasta,>9655 161 598
3599,Cryptococcus_neoformans_draft_genome.fasta,>9676 161 1320
3600,Cryptococcus_neoformans_draft_genome.fasta,>9685 161 671
3601,Cryptococcus_neoformans_draft_genome.fasta,>9746 161 683
3602,Cryptococcus_neoformans_draft_genome.fasta,>9879 161 479
3603,Cryptococcus_neoformans_draft_genome.fasta,>9898 161 2708
3604,Cryptococcus_neoformans_draft_genome.fasta,>9907 161 475
3605,Cryptococcus_neoformans_draft_genome.fasta,>9931 161 501
3606,Cryptococcus_neoformans_draft_genome.fasta,>10000 161 516
3607,Cryptococcus_neoformans_draft_genome.fasta,>10003 161 832
3608,Cryptococcus_neoformans_draft_genome.fasta,>10013 161 1264
3609,Cryptococcus_neoformans_draft_genome.fasta,>10139 161 631
3610,Cryptococcus_neoformans_draft_genome.fasta,>10192 161 651
3611,Cryptococcus_neoformans_draft_genome.fasta,>10200 161 1752
3612,Cryptococcus_neoformans_draft_genome.fasta,>10205 161 981
3613,Cryptococcus_neoformans_draft_genome.fasta,>10223 161 1122
3614,Cryptococcus_neoformans_draft_genome.fasta,>10225 161 514
3615,Cryptococcus_neoformans_draft_genome.fasta,>10314 161 564
3616,Cryptococcus_neoformans_draft_genome.fasta,>10335 161 498
3617,Cryptococcus_neoformans_draft_genome.fasta,>10390 161 1951
3618,Cryptococcus_neoformans_draft_genome.fasta,>10415 161 918
3619,Cryptococcus_neoformans_draft_genome.fasta,>10460 161 1323
3620,Cryptococcus_neoformans_draft_genome.fasta,>10476 161 3273
3621,Cryptococcus_neoformans_draft_genome.fasta,>10528 161 997
3622,Cryptococcus_neoformans_draft_genome.fasta,>10561 161 590
3623,Cryptococcus_neoformans_draft_genome.fasta,>10586 161 946
3624,Cryptococcus_neoformans_draft_genome.fasta,>10588 161 1745
3625,Cryptococcus_neoformans_draft_genome.fasta,>10603 161 691
3626,Cryptococcus_neoformans_draft_genome.fasta,>10656 161 947
3627,Cryptococcus_neoformans_draft_genome.fasta,>10673 161 1037
3628,Cryptococcus_neoformans_draft_genome.fasta,>10690 161 522
3629,Cryptococcus_neoformans_draft_genome.fasta,>10709 161 7267
3630,Cryptococcus_neoformans_draft_genome.fasta,>10735 161 636
3631,Cryptococcus_neoformans_draft_genome.fasta,>10749 161 683
3632,Cryptococcus_neoformans_draft_genome.fasta,>10803 161 705
3633,Cryptococcus_neoformans_draft_genome.fasta,>10838 161 1121
3634,Cryptococcus_neoformans_draft_genome.fasta,>10890 161 500
3635,Cryptococcus_neoformans_draft_genome.fasta,>10909 161 469
3636,Cryptococcus_neoformans_draft_genome.fasta,>10999 161 1215
3637,Cryptococcus_neoformans_draft_genome.fasta,>11197 161 852
3638,Cryptococcus_neoformans_draft_genome.fasta,>11199 161 606
3639,Cryptococcus_neoformans_draft_genome.fasta,>11239 161 1272
3640,Cryptococcus_neoformans_draft_genome.fasta,>11243 161 2018
3641,Cryptococcus_neoformans_draft_genome.fasta,>11282 161 1191
3642,Cryptococcus_neoformans_draft_genome.fasta,>11373 161 593
3643,Cryptococcus_neoformans_draft_genome.fasta,>11405 161 1128
3644,Cryptococcus_neoformans_draft_genome.fasta,>11414 161 519
3645,Cryptococcus_neoformans_draft_genome.fasta,>11415 161 1045
3646,Cryptococcus_neoformans_draft_genome.fasta,>11439 161 569
3647,Cryptococcus_neoformans_draft_genome.fasta,>11537 161 1025
3648,Cryptococcus_neoformans_draft_genome.fasta,>11602 161 3099
3649,Cryptococcus_neoformans_draft_genome.fasta,>11692 161 674
3650,Cryptococcus_neoformans_draft_genome.fasta,>11724 161 945
3651,Cryptococcus_neoformans_draft_genome.fasta,>11743 161 828
3652,Cryptococcus_neoformans_draft_genome.fasta,>11772 161 598
3653,Cryptococcus_neoformans_draft_genome.fasta,>11779 161 610
3654,Cryptococcus_neoformans_draft_genome.fasta,>11835 161 957
3655,Cryptococcus_neoformans_draft_genome.fasta,>11841 161 888
3656,Cryptococcus_neoformans_draft_genome.fasta,>11849 161 519
3657,Cryptococcus_neoformans_draft_genome.fasta,>11872 161 4299
3658,Cryptococcus_neoformans_draft_genome.fasta,>11932 161 550
3659,Cryptococcus_neoformans_draft_genome.fasta,>11955 161 476
3660,Cryptococcus_neoformans_draft_genome.fasta,>12006 161 517
3661,Cryptococcus_neoformans_draft_genome.fasta,>12044 161 549
3662,Cryptococcus_neoformans_draft_genome.fasta,>12198 161 453
3663,Cryptococcus_neoformans_draft_genome.fasta,>12208 161 478
3664,Cryptococcus_neoformans_draft_genome.fasta,>12228 161 1018
3665,Cryptococcus_neoformans_draft_genome.fasta,>12235 161 567
3666,Cryptococcus_neoformans_draft_genome.fasta,>12261 161 1135
3667,Cryptococcus_neoformans_draft_genome.fasta,>12275 161 1627
3668,Cryptococcus_neoformans_draft_genome.fasta,>12343 161 1157
3669,Cryptococcus_neoformans_draft_genome.fasta,>12351 161 1064
3670,Cryptococcus_neoformans_draft_genome.fasta,>12406 161 605
3671,Cryptococcus_neoformans_draft_genome.fasta,>12453 161 1093
3672,Cryptococcus_neoformans_draft_genome.fasta,>12483 161 689
3673,Cryptococcus_neoformans_draft_genome.fasta,>12506 161 829
3674,Cryptococcus_neoformans_draft_genome.fasta,>12567 161 716
3675,Cryptococcus_neoformans_draft_genome.fasta,>12587 161 409
3676,Cryptococcus_neoformans_draft_genome.fasta,>12602 161 3238
3677,Cryptococcus_neoformans_draft_genome.fasta,>12618 161 412
3678,Cryptococcus_neoformans_draft_genome.fasta,>12711 161 1058
3679,Cryptococcus_neoformans_draft_genome.fasta,>12775 161 1189
3680,Cryptococcus_neoformans_draft_genome.fasta,>12783 161 727
3681,Cryptococcus_neoformans_draft_genome.fasta,>12787 161 523
3682,Cryptococcus_neoformans_draft_genome.fasta,>12808 161 505
3683,Cryptococcus_neoformans_draft_genome.fasta,>12838 161 13222
3684,Cryptococcus_neoformans_draft_genome.fasta,>12894 161 1083
3685,Cryptococcus_neoformans_draft_genome.fasta,>12931 161 614
3686,Cryptococcus_neoformans_draft_genome.fasta,>12955 161 645
3687,Cryptococcus_neoformans_draft_genome.fasta,>12986 161 670
3688,Cryptococcus_neoformans_draft_genome.fasta,>13002 161 943
3689,Cryptococcus_neoformans_draft_genome.fasta,>13054 161 980
3690,Cryptococcus_neoformans_draft_genome.fasta,>13115 161 929
3691,Cryptococcus_neoformans_draft_genome.fasta,>13123 161 681
3692,Cryptococcus_neoformans_draft_genome.fasta,>13200 161 562
3693,Cryptococcus_neoformans_draft_genome.fasta,>13237 161 876
3694,Cryptococcus_neoformans_draft_genome.fasta,>13256 161 1230
3695,Cryptococcus_neoformans_draft_genome.fasta,>13271 161 3318
3696,Cryptococcus_neoformans_draft_genome.fasta,>13300 161 853
3697,Cryptococcus_neoformans_draft_genome.fasta,>13302 161 556
3698,Cryptococcus_neoformans_draft_genome.fasta,>13357 161 17971
3699,Cryptococcus_neoformans_draft_genome.fasta,>13363 161 756
3700,Cryptococcus_neoformans_draft_genome.fasta,>13459 161 667
3701,Cryptococcus_neoformans_draft_genome.fasta,>13585 161 14016
3702,Cryptococcus_neoformans_draft_genome.fasta,>13603 161 1090
3703,Cryptococcus_neoformans_draft_genome.fasta,>13672 161 436
3704,Cryptococcus_neoformans_draft_genome.fasta,>13700 161 683
3705,Cryptococcus_neoformans_draft_genome.fasta,>13717 161 965
3706,Cryptococcus_neoformans_draft_genome.fasta,>13870 161 669
3707,Cryptococcus_neoformans_draft_genome.fasta,>13888 161 22023
3708,Cryptococcus_neoformans_draft_genome.fasta,>13978 161 12338
3709,Cryptococcus_neoformans_draft_genome.fasta,>13989 161 552
3710,Cryptococcus_neoformans_draft_genome.fasta,>14070 161 514
3711,Cryptococcus_neoformans_draft_genome.fasta,>14144 161 478
3712,Cryptococcus_neoformans_draft_genome.fasta,>14165 161 1155
3713,Cryptococcus_neoformans_draft_genome.fasta,>14206 161 589
3714,Cryptococcus_neoformans_draft_genome.fasta,>14286 161 1094
3715,Cryptococcus_neoformans_draft_genome.fasta,>14317 161 542
3716,Cryptococcus_neoformans_draft_genome.fasta,>14328 161 585
3717,Cryptococcus_neoformans_draft_genome.fasta,>14421 161 867
3718,Cryptococcus_neoformans_draft_genome.fasta,>14444 161 475
3719,Cryptococcus_neoformans_draft_genome.fasta,>14537 161 560
3720,Cryptococcus_neoformans_draft_genome.fasta,>14608 161 1003
3721,Cryptococcus_neoformans_draft_genome.fasta,>14699 161 436
3722,Cryptococcus_neoformans_draft_genome.fasta,>14727 161 860
3723,Cryptococcus_neoformans_draft_genome.fasta,>14789 161 532
3724,Cryptococcus_neoformans_draft_genome.fasta,>14892 161 452
3725,Cryptococcus_neoformans_draft_genome.fasta,>14901 161 1118
3726,Cryptococcus_neoformans_draft_genome.fasta,>14923 161 653
3727,Cryptococcus_neoformans_draft_genome.fasta,>14953 161 702
3728,Cryptococcus_neoformans_draft_genome.fasta,>14955 161 812
3729,Cryptococcus_neoformans_draft_genome.fasta,>15082 161 1219
3730,Cryptococcus_neoformans_draft_genome.fasta,>15114 161 571
3731,Cryptococcus_neoformans_draft_genome.fasta,>15124 161 684
3732,Cryptococcus_neoformans_draft_genome.fasta,>15125 161 426
3733,Cryptococcus_neoformans_draft_genome.fasta,>15178 161 715
3734,Cryptococcus_neoformans_draft_genome.fasta,>15180 161 1023
3735,Cryptococcus_neoformans_draft_genome.fasta,>15187 161 531
3736,Cryptococcus_neoformans_draft_genome.fasta,>15228 161 15872
3737,Cryptococcus_neoformans_draft_genome.fasta,>15240 161 1126
3738,Cryptococcus_neoformans_draft_genome.fasta,>15327 161 666
3739,Cryptococcus_neoformans_draft_genome.fasta,>15338 161 562
3740,Cryptococcus_neoformans_draft_genome.fasta,>15394 161 1347
3741,Cryptococcus_neoformans_draft_genome.fasta,>15494 161 756
3742,Cryptococcus_neoformans_draft_genome.fasta,>15539 161 590
3743,Cryptococcus_neoformans_draft_genome.fasta,>15611 161 1059
3744,Cryptococcus_neoformans_draft_genome.fasta,>15655 161 588
3745,Cryptococcus_neoformans_draft_genome.fasta,>15725 161 589
3746,Cryptococcus_neoformans_draft_genome.fasta,>15740 161 662
3747,Cryptococcus_neoformans_draft_genome.fasta,>15754 161 557
3748,Cryptococcus_neoformans_draft_genome.fasta,>15756 161 1508
3749,Cryptococcus_neoformans_draft_genome.fasta,>15786 161 540
3750,Cryptococcus_neoformans_draft_genome.fasta,>15867 161 585
3751,Cryptococcus_neoformans_draft_genome.fasta,>15902 161 574
3752,Cryptococcus_neoformans_draft_genome.fasta,>15978 161 498
3753,Cryptococcus_neoformans_draft_genome.fasta,>15979 161 592
3754,Cryptococcus_neoformans_draft_genome.fasta,>16062 161 619
3755,Cryptococcus_neoformans_draft_genome.fasta,>16079 161 994
3756,Cryptococcus_neoformans_draft_genome.fasta,>16097 161 412
3757,Cryptococcus_neoformans_draft_genome.fasta,>16103 161 1120
3758,Cryptococcus_neoformans_draft_genome.fasta,>16145 161 543
3759,Cryptococcus_neoformans_draft_genome.fasta,>16215 161 839
3760,Cryptococcus_neoformans_draft_genome.fasta,>16270 161 2194
3761,Cryptococcus_neoformans_draft_genome.fasta,>16281 161 1046
3762,Cryptococcus_neoformans_draft_genome.fasta,>16298 161 1855
3763,Cryptococcus_neoformans_draft_genome.fasta,>16351 161 778
3764,Cryptococcus_neoformans_draft_genome.fasta,>16358 161 10590
3765,Cryptococcus_neoformans_draft_genome.fasta,>16369 161 599
3766,Cryptococcus_neoformans_draft_genome.fasta,>16407 161 627
3767,Cryptococcus_neoformans_draft_genome.fasta,>16415 161 47224
3768,Cryptococcus_neoformans_draft_genome.fasta,>16457 161 1135
3769,Cryptococcus_neoformans_draft_genome.fasta,>16512 161 2648
3770,Cryptococcus_neoformans_draft_genome.fasta,>16513 161 3325
3771,Cryptococcus_neoformans_draft_genome.fasta,>16564 161 977
3772,Cryptococcus_neoformans_draft_genome.fasta,>16584 161 1263
3773,Cryptococcus_neoformans_draft_genome.fasta,>16611 161 517
3774,Cryptococcus_neoformans_draft_genome.fasta,>16656 161 516
3775,Cryptococcus_neoformans_draft_genome.fasta,>16685 161 460
3776,Cryptococcus_neoformans_draft_genome.fasta,>16723 161 1066
3777,Cryptococcus_neoformans_draft_genome.fasta,>16874 161 599
3778,Cryptococcus_neoformans_draft_genome.fasta,>16902 161 1096
3779,Cryptococcus_neoformans_draft_genome.fasta,>16928 161 457
3780,Cryptococcus_neoformans_draft_genome.fasta,>17031 161 471
3781,Cryptococcus_neoformans_draft_genome.fasta,>17040 161 516
3782,Cryptococcus_neoformans_draft_genome.fasta,>17062 161 997
3783,Cryptococcus_neoformans_draft_genome.fasta,>17086 161 1239
3784,Cryptococcus_neoformans_draft_genome.fasta,>17112 161 489
3785,Cryptococcus_neoformans_draft_genome.fasta,>17120 161 459
3786,Cryptococcus_neoformans_draft_genome.fasta,>17184 161 598
3787,Cryptococcus_neoformans_draft_genome.fasta,>17252 161 540
3788,Cryptococcus_neoformans_draft_genome.fasta,>17342 161 733
3789,Cryptococcus_neoformans_draft_genome.fasta,>17345 161 2809
3790,Cryptococcus_neoformans_draft_genome.fasta,>17362 161 899
3791,Cryptococcus_neoformans_draft_genome.fasta,>17376 161 1085
3792,Cryptococcus_neoformans_draft_genome.fasta,>17492 161 1018
3793,Cryptococcus_neoformans_draft_genome.fasta,>17688 161 628
3794,Cryptococcus_neoformans_draft_genome.fasta,>17794 161 406
3795,Cryptococcus_neoformans_draft_genome.fasta,>17805 161 1938
3796,Cryptococcus_neoformans_draft_genome.fasta,>17885 161 782
3797,Cryptococcus_neoformans_draft_genome.fasta,>17921 161 459
3798,Cryptococcus_neoformans_draft_genome.fasta,>17955 161 6989
3799,Cryptococcus_neoformans_draft_genome.fasta,>18019 161 1756
3800,Cryptococcus_neoformans_draft_genome.fasta,>18080 161 9412
3801,Cryptococcus_neoformans_draft_genome.fasta,>18121 161 675
3802,Cryptococcus_neoformans_draft_genome.fasta,>18167 161 1164
3803,Cryptococcus_neoformans_draft_genome.fasta,>18214 161 545
3804,Cryptococcus_neoformans_draft_genome.fasta,>18381 161 557
3805,Cryptococcus_neoformans_draft_genome.fasta,>18384 161 695
3806,Cryptococcus_neoformans_draft_genome.fasta,>18394 161 829
3807,Cryptococcus_neoformans_draft_genome.fasta,>18435 161 857
3808,Cryptococcus_neoformans_draft_genome.fasta,>18611 161 657
3809,Cryptococcus_neoformans_draft_genome.fasta,>18722 161 1119
3810,Cryptococcus_neoformans_draft_genome.fasta,>18744 161 540
3811,Cryptococcus_neoformans_draft_genome.fasta,>18778 161 637
3812,Cryptococcus_neoformans_draft_genome.fasta,>18817 161 1047
3813,Cryptococcus_neoformans_draft_genome.fasta,>18819 161 817
3814,Cryptococcus_neoformans_draft_genome.fasta,>18852 161 13974
3815,Cryptococcus_neoformans_draft_genome.fasta,>18905 161 576
3816,Cryptococcus_neoformans_draft_genome.fasta,>18946 161 599
3817,Cryptococcus_neoformans_draft_genome.fasta,>18957 161 1238
3818,Cryptococcus_neoformans_draft_genome.fasta,>19006 161 589
3819,Cryptococcus_neoformans_draft_genome.fasta,>19031 161 1016
3820,Cryptococcus_neoformans_draft_genome.fasta,>19084 161 408
3821,Cryptococcus_neoformans_draft_genome.fasta,>19098 161 1590
3822,Cryptococcus_neoformans_draft_genome.fasta,>19142 161 497
3823,Cryptococcus_neoformans_draft_genome.fasta,>19153 161 820
3824,Cryptococcus_neoformans_draft_genome.fasta,>19161 161 455
3825,Cryptococcus_neoformans_draft_genome.fasta,>19359 161 469
3826,Cryptococcus_neoformans_draft_genome.fasta,>19362 161 510
3827,Cryptococcus_neoformans_draft_genome.fasta,>19435 161 1106
3828,Cryptococcus_neoformans_draft_genome.fasta,>19498 161 871
3829,Cryptococcus_neoformans_draft_genome.fasta,>19501 161 1259
3830,Cryptococcus_neoformans_draft_genome.fasta,>19604 161 931
3831,Cryptococcus_neoformans_draft_genome.fasta,>19605 161 523
3832,Cryptococcus_neoformans_draft_genome.fasta,>19608 161 1442
3833,Cryptococcus_neoformans_draft_genome.fasta,>19643 161 1859
3834,Cryptococcus_neoformans_draft_genome.fasta,>19782 161 558
3835,Cryptococcus_neoformans_draft_genome.fasta,>19887 161 921
3836,Cryptococcus_neoformans_draft_genome.fasta,>19895 161 504
3837,Cryptococcus_neoformans_draft_genome.fasta,>19931 161 529
3838,Cryptococcus_neoformans_draft_genome.fasta,>19974 161 1085
3839,Cryptococcus_neoformans_draft_genome.fasta,>19983 161 533
3840,Cryptococcus_neoformans_draft_genome.fasta,>20013 161 1055
3841,Cryptococcus_neoformans_draft_genome.fasta,>20143 161 906
3842,Cryptococcus_neoformans_draft_genome.fasta,>20320 161 685
3843,Cryptococcus_neoformans_draft_genome.fasta,>20324 161 502
3844,Cryptococcus_neoformans_draft_genome.fasta,>20332 161 599
3845,Cryptococcus_neoformans_draft_genome.fasta,>20400 161 1495
3846,Cryptococcus_neoformans_draft_genome.fasta,>20404 161 572
3847,Cryptococcus_neoformans_draft_genome.fasta,>20422 161 631
3848,Cryptococcus_neoformans_draft_genome.fasta,>20493 161 503
3849,Cryptococcus_neoformans_draft_genome.fasta,>20571 161 1033
3850,Cryptococcus_neoformans_draft_genome.fasta,>20657 161 940
3851,Cryptococcus_neoformans_draft_genome.fasta,>20678 161 12271
3852,Cryptococcus_neoformans_draft_genome.fasta,>20684 161 4065
3853,Cryptococcus_neoformans_draft_genome.fasta,>20711 161 563
3854,Cryptococcus_neoformans_draft_genome.fasta,>20747 161 647
3855,Cryptococcus_neoformans_draft_genome.fasta,>20856 161 965
3856,Cryptococcus_neoformans_draft_genome.fasta,>20876 161 486
3857,Cryptococcus_neoformans_draft_genome.fasta,>20926 161 427
3858,Cryptococcus_neoformans_draft_genome.fasta,>20929 161 11540
3859,Cryptococcus_neoformans_draft_genome.fasta,>20935 161 892
3860,Cryptococcus_neoformans_draft_genome.fasta,>20950 161 1795
3861,Cryptococcus_neoformans_draft_genome.fasta,>20982 161 1298
3862,Cryptococcus_neoformans_draft_genome.fasta,>20986 161 1223
3863,Cryptococcus_neoformans_draft_genome.fasta,>21047 161 689
3864,Cryptococcus_neoformans_draft_genome.fasta,>21103 161 1465
3865,Cryptococcus_neoformans_draft_genome.fasta,>21138 161 12602
3866,Cryptococcus_neoformans_draft_genome.fasta,>21182 161 956
3867,Cryptococcus_neoformans_draft_genome.fasta,>21348 161 425
3868,Cryptococcus_neoformans_draft_genome.fasta,>21451 161 433
3869,Cryptococcus_neoformans_draft_genome.fasta,>21463 161 4152
3870,Cryptococcus_neoformans_draft_genome.fasta,>21516 161 554
3871,Cryptococcus_neoformans_draft_genome.fasta,>21544 161 987
3872,Cryptococcus_neoformans_draft_genome.fasta,>21606 161 489
3873,Cryptococcus_neoformans_draft_genome.fasta,>21609 161 450
3874,Cryptococcus_neoformans_draft_genome.fasta,>21757 161 522
3875,Cryptococcus_neoformans_draft_genome.fasta,>21856 161 1004
3876,Cryptococcus_neoformans_draft_genome.fasta,>21949 161 1194
3877,Cryptococcus_neoformans_draft_genome.fasta,>21954 161 632
3878,Cryptococcus_neoformans_draft_genome.fasta,>21996 161 428
3879,Cryptococcus_neoformans_draft_genome.fasta,>22004 161 504
3880,Cryptococcus_neoformans_draft_genome.fasta,>22018 161 6911
3881,Cryptococcus_neoformans_draft_genome.fasta,>22098 161 580
3882,Cryptococcus_neoformans_draft_genome.fasta,>22181 161 1128
3883,Cryptococcus_neoformans_draft_genome.fasta,>22183 161 1152
3884,Cryptococcus_neoformans_draft_genome.fasta,>22196 161 634
3885,Cryptococcus_neoformans_draft_genome.fasta,>22208 161 731
3886,Cryptococcus_neoformans_draft_genome.fasta,>22264 161 517
3887,Cryptococcus_neoformans_draft_genome.fasta,>22366 161 932
3888,Cryptococcus_neoformans_draft_genome.fasta,>22375 161 609
3889,Cryptococcus_neoformans_draft_genome.fasta,>22376 161 671
3890,Cryptococcus_neoformans_draft_genome.fasta,>22391 161 764
3891,Cryptococcus_neoformans_draft_genome.fasta,>22393 161 20085
3892,Cryptococcus_neoformans_draft_genome.fasta,>22434 161 682
3893,Cryptococcus_neoformans_draft_genome.fasta,>22441 161 627
3894,Cryptococcus_neoformans_draft_genome.fasta,>22542 161 538
3895,Cryptococcus_neoformans_draft_genome.fasta,>22566 161 742
3896,Cryptococcus_neoformans_draft_genome.fasta,>22572 161 551
3897,Cryptococcus_neoformans_draft_genome.fasta,>22588 161 718
3898,Cryptococcus_neoformans_draft_genome.fasta,>22589 161 443
3899,Cryptococcus_neoformans_draft_genome.fasta,>22705 161 618
3900,Cryptococcus_neoformans_draft_genome.fasta,>22762 161 1086
3901,Cryptococcus_neoformans_draft_genome.fasta,>22809 161 1243
3902,Cryptococcus_neoformans_draft_genome.fasta,>22855 161 502
3903,Cryptococcus_neoformans_draft_genome.fasta,>22874 161 506
3904,Cryptococcus_neoformans_draft_genome.fasta,>22882 161 702
3905,Cryptococcus_neoformans_draft_genome.fasta,>22895 161 529
3906,Cryptococcus_neoformans_draft_genome.fasta,>22920 161 472
3907,Cryptococcus_neoformans_draft_genome.fasta,>22991 161 559
3908,Cryptococcus_neoformans_draft_genome.fasta,>23015 161 520
3909,Cryptococcus_neoformans_draft_genome.fasta,>23038 161 848
3910,Cryptococcus_neoformans_draft_genome.fasta,>23117 161 578
3911,Cryptococcus_neoformans_draft_genome.fasta,>23121 161 578
3912,Cryptococcus_neoformans_draft_genome.fasta,>23192 161 1044
3913,Cryptococcus_neoformans_draft_genome.fasta,>23243 161 483
3914,Cryptococcus_neoformans_draft_genome.fasta,>23245 161 2078
3915,Cryptococcus_neoformans_draft_genome.fasta,>23254 161 1005
3916,Cryptococcus_neoformans_draft_genome.fasta,>23260 161 594
3917,Cryptococcus_neoformans_draft_genome.fasta,>23333 161 588
3918,Cryptococcus_neoformans_draft_genome.fasta,>23395 161 645
3919,Cryptococcus_neoformans_draft_genome.fasta,>23487 161 1118
3920,Cryptococcus_neoformans_draft_genome.fasta,>23509 161 1164
3921,Cryptococcus_neoformans_draft_genome.fasta,>23519 161 1055
3922,Cryptococcus_neoformans_draft_genome.fasta,>23552 161 420
3923,Cryptococcus_neoformans_draft_genome.fasta,>23589 161 1057
3924,Cryptococcus_neoformans_draft_genome.fasta,>23596 161 505
3925,Cryptococcus_neoformans_draft_genome.fasta,>23693 161 520
3926,Cryptococcus_neoformans_draft_genome.fasta,>23852 161 464
3927,Cryptococcus_neoformans_draft_genome.fasta,>23869 161 577
3928,Cryptococcus_neoformans_draft_genome.fasta,>23902 161 472
3929,Cryptococcus_neoformans_draft_genome.fasta,>23926 161 567
3930,Cryptococcus_neoformans_draft_genome.fasta,>23992 161 2637
3931,Cryptococcus_neoformans_draft_genome.fasta,>24000 161 1028
